ID,AGE,JOB,MARITAL,EDUCATION,DEFAULT,BALANCE,HOUSING,LOAN,CONTACT,DAY,MONTH,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,TARGET
cl/21713,34,management,married,tertiary,no,46,no,no,cellular,19,aug,729,5,-1,0,,no
cl/29954,37,blue-collar,married,primary,no,175,yes,yes,cellular,4,feb,430,2,272,3,other,no
cl/24781,34,management,married,tertiary,no,65,yes,no,cellular,18,nov,544,1,-1,0,,no
cl/38792,48,blue-collar,married,primary,no,750,yes,no,cellular,18,may,90,6,-1,0,,no
cl/3445,51,blue-collar,married,secondary,no,1779,yes,no,,15,may,99,2,-1,0,,no
cl/40801,29,student,single,unknown,no,2929,no,no,cellular,11,aug,91,1,-1,0,,no
cl/39416,43,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,1,95,2,success,yes
cl/7449,59,technician,married,primary,no,3163,yes,no,,29,may,240,2,-1,0,,no
cl/41470,86,retired,divorced,unknown,no,157,no,no,telephone,7,sep,147,1,-1,0,,no
cl/26230,34,entrepreneur,married,secondary,no,3119,yes,no,cellular,20,nov,505,1,183,4,failure,no
cl/38769,33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,-1,0,,yes
cl/38515,49,blue-collar,married,secondary,no,1230,yes,yes,cellular,15,may,167,2,373,3,failure,no
cl/30032,53,blue-collar,married,primary,no,2135,no,no,cellular,4,feb,152,2,-1,0,,no
cl/38455,52,blue-collar,married,primary,no,2396,yes,no,cellular,15,may,48,7,-1,0,,no
cl/40575,31,,married,secondary,no,3,no,no,cellular,20,jul,91,2,-1,0,,no
cl/33111,32,services,single,secondary,no,808,yes,no,cellular,20,apr,322,1,-1,0,,no
cl/30936,49,blue-collar,single,primary,no,48,no,no,cellular,9,feb,433,3,-1,0,,no
cl/18101,30,services,married,secondary,no,-176,yes,no,cellular,30,jul,47,31,-1,0,,no
cl/11917,34,blue-collar,married,primary,no,0,yes,yes,,20,jun,34,29,-1,0,,no
cl/20807,35,technician,single,tertiary,no,2453,yes,no,cellular,13,aug,119,2,-1,0,,no
cl/11839,60,,married,primary,no,4722,no,no,,20,jun,459,3,-1,0,,no
cl/32541,50,blue-collar,married,secondary,no,181,yes,no,cellular,17,apr,599,2,-1,0,,no
cl/1249,41,management,married,tertiary,no,1773,no,no,,8,may,106,1,-1,0,,no
cl/15336,36,management,married,tertiary,no,1584,yes,no,cellular,18,jul,178,1,-1,0,,no
cl/13192,56,housemaid,married,primary,no,306,no,yes,cellular,8,jul,212,1,-1,0,,no
cl/23642,54,management,married,tertiary,no,1258,no,no,cellular,28,aug,153,14,-1,0,,no
cl/4899,25,services,single,secondary,no,-268,yes,no,,21,may,264,1,-1,0,,no
cl/5546,40,blue-collar,married,primary,no,278,yes,no,,23,may,1015,3,-1,0,,yes
cl/9642,44,blue-collar,married,unknown,no,391,no,no,,6,jun,355,4,-1,0,,no
cl/15709,47,services,married,secondary,no,2,no,yes,cellular,21,jul,71,15,-1,0,,no
cl/19375,43,entrepreneur,married,secondary,no,1109,yes,no,cellular,6,aug,64,4,-1,0,,no
cl/36575,40,blue-collar,married,secondary,no,1808,yes,no,cellular,12,may,560,1,-1,0,,yes
cl/44243,41,blue-collar,married,primary,no,178,yes,no,,20,jul,5,1,791,1,failure,no
cl/278,38,services,single,secondary,no,570,yes,no,,5,may,75,2,-1,0,,no
cl/5054,32,blue-collar,single,secondary,no,5252,yes,no,,21,may,1162,2,-1,0,,no
cl/6676,53,technician,divorced,secondary,no,45,no,no,,28,may,171,6,-1,0,,no
cl/7277,35,blue-collar,married,secondary,no,628,yes,no,,29,may,455,2,-1,0,,no
cl/20263,34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,,no
cl/43320,31,student,single,tertiary,no,64,no,no,cellular,17,mar,181,2,183,3,failure,no
cl/16018,28,self-employed,married,tertiary,no,476,no,yes,cellular,22,jul,630,1,-1,0,,no
cl/10407,43,blue-collar,single,primary,no,999,yes,no,,12,jun,317,1,-1,0,,no
cl/7075,50,management,married,secondary,no,-187,yes,no,,29,may,31,2,-1,0,,no
cl/37437,32,blue-collar,married,secondary,no,210,yes,no,cellular,13,may,308,3,364,1,other,no
cl/33785,27,services,single,secondary,no,955,no,no,cellular,23,apr,206,1,-1,0,,yes
cl/28619,28,technician,single,secondary,no,8,yes,no,cellular,29,jan,389,2,254,3,failure,no
cl/11688,38,management,married,tertiary,no,2978,no,yes,,20,jun,65,2,-1,0,,no
cl/24153,40,management,single,secondary,no,9916,no,no,telephone,10,nov,98,1,-1,0,,no
cl/26582,34,management,single,tertiary,no,3035,no,no,cellular,20,nov,1166,1,-1,0,,no
cl/3130,49,blue-collar,married,primary,no,0,no,no,,14,may,370,2,-1,0,,no
cl/7594,32,blue-collar,married,secondary,no,-63,yes,no,,30,may,198,1,-1,0,,no
cl/21597,55,admin.,married,primary,no,0,yes,no,cellular,19,aug,55,4,-1,0,,no
cl/20589,35,management,married,tertiary,no,1511,yes,no,cellular,12,aug,226,4,-1,0,,no
cl/3341,42,blue-collar,married,primary,no,3405,yes,no,,15,may,221,2,-1,0,,no
cl/32904,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,74,2,-1,0,,no
cl/13324,37,blue-collar,married,secondary,no,128,yes,no,telephone,8,jul,379,3,-1,0,,no
cl/11948,52,blue-collar,married,primary,no,649,yes,yes,,20,jun,7,20,-1,0,,no
cl/29191,46,services,divorced,unknown,no,973,no,no,cellular,2,feb,297,1,-1,0,,no
cl/43028,54,technician,married,secondary,no,10185,no,no,cellular,12,feb,251,1,186,3,success,yes
cl/10884,38,blue-collar,married,secondary,no,702,no,no,,17,jun,92,2,-1,0,,no
cl/6465,30,management,married,secondary,no,-397,yes,no,,27,may,141,3,-1,0,,no
cl/6243,35,blue-collar,single,primary,no,21,yes,no,,27,may,129,1,-1,0,,no
cl/22494,30,management,married,tertiary,no,696,no,no,cellular,22,aug,187,4,-1,0,,no
cl/2847,48,housemaid,married,tertiary,no,468,yes,no,,14,may,220,1,-1,0,,no
cl/42228,36,blue-collar,single,secondary,no,3623,no,no,,12,nov,71,1,378,1,success,yes
cl/13299,41,blue-collar,married,primary,no,17,no,no,cellular,8,jul,117,3,-1,0,,no
cl/31007,53,management,married,tertiary,no,8627,no,no,cellular,10,feb,66,1,-1,0,,no
cl/22140,30,management,married,tertiary,no,4948,no,no,cellular,21,aug,376,2,-1,0,,no
cl/44699,33,technician,married,tertiary,no,1126,yes,no,,6,sep,11,1,490,5,other,no
cl/11851,37,self-employed,married,secondary,no,1549,yes,no,,20,jun,161,7,-1,0,,no
cl/42605,33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,170,1,343,1,other,yes
cl/23312,36,self-employed,married,secondary,no,96,no,no,cellular,27,aug,125,15,-1,0,,no
cl/3248,49,entrepreneur,married,tertiary,no,221,yes,no,,15,may,305,1,-1,0,,no
cl/33358,50,services,divorced,secondary,no,2015,yes,no,cellular,20,apr,715,1,152,1,failure,no
cl/42927,32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,783,1,175,5,failure,yes
cl/20475,56,retired,married,tertiary,no,3616,no,yes,cellular,12,aug,63,2,-1,0,,no
cl/38852,26,blue-collar,single,secondary,no,384,yes,no,cellular,18,may,16,1,364,2,other,no
cl/34794,37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,yes
cl/33275,32,management,single,tertiary,no,2974,yes,no,cellular,20,apr,169,1,-1,0,,no
cl/12388,46,entrepreneur,married,secondary,no,4,yes,yes,,27,jun,216,1,-1,0,,no
cl/2326,26,admin.,divorced,secondary,yes,-3,yes,no,,13,may,181,5,-1,0,,no
cl/37126,42,unemployed,married,secondary,no,0,yes,no,cellular,13,may,74,3,-1,0,,no
cl/7014,28,admin.,married,secondary,no,22171,yes,no,,28,may,85,3,-1,0,,no
cl/10086,36,blue-collar,single,secondary,no,161,yes,no,,11,jun,196,2,-1,0,,no
cl/30357,37,housemaid,married,secondary,no,7433,no,yes,cellular,5,feb,630,3,-1,0,,yes
cl/7367,41,,single,secondary,no,646,yes,no,,29,may,40,2,-1,0,,no
cl/17135,35,management,married,tertiary,no,972,yes,yes,cellular,25,jul,23,16,-1,0,,no
cl/15220,42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,-1,0,,yes
cl/11755,42,self-employed,married,primary,no,3717,no,no,,20,jun,235,1,-1,0,,no
cl/29483,29,student,single,tertiary,no,246,no,no,cellular,3,feb,269,1,-1,0,,no
cl/41799,38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,no
cl/22057,49,management,married,secondary,no,601,no,no,cellular,20,aug,278,6,-1,0,,no
cl/38252,39,blue-collar,married,secondary,no,1254,yes,no,cellular,15,may,133,1,353,5,other,no
cl/41078,32,technician,married,tertiary,no,2976,yes,no,cellular,14,aug,88,5,-1,0,,no
cl/29063,37,self-employed,single,secondary,no,349,yes,yes,cellular,2,feb,165,1,-1,0,,no
cl/16521,38,admin.,divorced,secondary,no,74,yes,no,cellular,23,jul,279,3,-1,0,,no
cl/30743,52,services,married,secondary,no,1351,yes,no,telephone,6,feb,11,3,-1,0,,no
cl/7067,35,blue-collar,married,secondary,no,-659,yes,yes,,28,may,30,2,-1,0,,no
cl/27105,57,management,married,tertiary,no,372,no,no,cellular,21,nov,553,3,-1,0,,yes
cl/26848,30,management,single,tertiary,no,212,yes,no,cellular,20,nov,370,2,-1,0,,no
cl/33700,65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,3,-1,0,,yes
cl/19229,51,blue-collar,married,secondary,no,187,yes,no,cellular,6,aug,277,3,-1,0,,no
cl/32272,43,blue-collar,married,unknown,no,1123,yes,no,cellular,16,apr,191,2,322,3,failure,no
cl/16946,25,blue-collar,married,secondary,no,59,yes,no,cellular,25,jul,246,1,-1,0,,no
cl/35048,41,management,married,tertiary,no,2470,yes,no,cellular,6,may,22,2,-1,0,,no
cl/31086,28,self-employed,single,tertiary,no,805,no,no,cellular,16,feb,331,1,-1,0,,yes
cl/31784,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,failure,yes
cl/19913,54,management,divorced,tertiary,no,-125,no,yes,cellular,8,aug,107,2,-1,0,,no
cl/4242,43,blue-collar,married,secondary,no,1071,yes,no,,19,may,411,1,-1,0,,no
cl/27196,52,self-employed,married,secondary,no,-332,yes,no,telephone,21,nov,70,1,-1,0,,no
cl/34841,37,blue-collar,married,primary,no,0,yes,no,cellular,6,may,226,1,363,3,other,no
cl/35360,28,blue-collar,married,secondary,no,-470,yes,no,cellular,7,may,275,2,-1,0,,no
cl/17329,33,entrepreneur,married,tertiary,no,407,yes,no,cellular,28,jul,189,2,-1,0,,no
cl/27279,32,services,married,secondary,no,1397,yes,no,cellular,21,nov,224,3,-1,0,,no
cl/10083,40,admin.,divorced,secondary,no,1967,yes,no,,11,jun,363,1,-1,0,,no
cl/44715,27,services,single,secondary,no,44,no,no,,7,sep,11,1,-1,0,,no
cl/38977,53,blue-collar,divorced,primary,no,1815,yes,no,cellular,18,may,34,1,-1,0,,no
cl/22280,35,,married,primary,no,4144,no,no,cellular,21,aug,310,3,-1,0,,no
cl/31202,33,technician,married,secondary,no,218,yes,yes,telephone,2,mar,169,4,-1,0,,no
cl/24899,36,management,married,tertiary,no,8277,yes,no,cellular,18,nov,613,1,-1,0,,no
cl/31996,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,,yes
cl/11293,41,admin.,married,secondary,no,1245,no,no,,18,jun,140,3,-1,0,,no
cl/9775,41,management,married,secondary,no,5585,no,no,,9,jun,772,1,-1,0,,no
cl/13303,47,technician,married,secondary,no,-107,no,no,cellular,8,jul,236,2,-1,0,,no
cl/10198,36,management,married,tertiary,no,336,no,no,,11,jun,178,7,-1,0,,no
cl/6857,40,unemployed,married,primary,no,557,yes,no,,28,may,173,1,-1,0,,no
cl/33036,47,blue-collar,married,secondary,no,1388,yes,no,cellular,17,apr,119,2,-1,0,,no
cl/39132,34,blue-collar,married,primary,no,392,yes,no,cellular,18,may,180,3,360,1,failure,no
cl/40899,43,management,married,tertiary,no,422,no,no,cellular,12,aug,110,1,-1,0,,no
cl/24213,55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,,no
cl/22938,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,,yes
cl/41858,73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes
cl/41248,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,232,2,-1,0,,yes
cl/12839,26,blue-collar,single,secondary,no,123,no,yes,cellular,7,jul,209,1,-1,0,,no
cl/29167,29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,177,1,-1,0,,yes
cl/10846,55,blue-collar,married,primary,no,0,no,no,,17,jun,285,1,-1,0,,no
cl/25586,48,management,married,tertiary,no,5057,no,yes,cellular,19,nov,37,1,-1,0,,no
cl/37579,34,blue-collar,married,secondary,no,529,yes,no,cellular,14,may,325,1,351,3,failure,no
cl/28367,33,services,married,secondary,no,0,yes,no,cellular,29,jan,578,1,-1,0,,no
cl/35985,48,blue-collar,married,primary,no,1778,yes,no,telephone,8,may,267,3,-1,0,,no
cl/39981,31,student,single,secondary,no,216,no,no,cellular,3,jun,138,1,-1,0,,no
cl/1969,33,blue-collar,married,primary,no,191,yes,no,,9,may,162,2,-1,0,,no
cl/1656,37,management,married,tertiary,no,0,yes,no,,9,may,59,1,-1,0,,no
cl/43635,72,retired,married,primary,no,2304,no,no,telephone,5,may,510,4,-1,0,,yes
cl/7083,42,blue-collar,single,primary,no,181,yes,no,,29,may,118,2,-1,0,,no
cl/11990,45,management,married,secondary,no,625,no,no,,20,jun,13,3,-1,0,,no
cl/40059,33,management,single,tertiary,no,506,no,no,cellular,4,jun,176,1,91,2,success,no
cl/1868,27,technician,single,secondary,no,527,yes,no,,9,may,118,1,-1,0,,no
cl/26619,49,admin.,single,secondary,no,7426,no,no,telephone,20,nov,65,2,-1,0,,no
cl/5573,39,admin.,married,secondary,no,-288,no,no,,23,may,151,9,-1,0,,no
cl/4609,31,services,married,tertiary,no,585,yes,yes,,20,may,272,2,-1,0,,no
cl/38198,57,admin.,divorced,primary,no,179,yes,no,cellular,15,may,67,1,368,2,failure,no
cl/6230,42,services,married,secondary,no,-43,yes,yes,,27,may,363,3,-1,0,,no
cl/13587,44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74,1,-1,0,,no
cl/923,30,services,single,tertiary,no,542,yes,no,,7,may,435,2,-1,0,,no
cl/23842,51,admin.,married,secondary,no,255,no,no,cellular,29,aug,158,2,-1,0,,no
cl/33260,46,management,married,tertiary,no,189,yes,no,cellular,20,apr,45,1,154,1,failure,no
cl/21924,31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,-1,0,,yes
cl/17660,55,self-employed,divorced,secondary,no,0,no,no,cellular,29,jul,94,2,-1,0,,no
cl/19046,46,management,divorced,tertiary,no,3,yes,yes,cellular,5,aug,328,1,-1,0,,no
cl/22500,34,unemployed,married,tertiary,no,10,no,no,cellular,22,aug,71,5,-1,0,,no
cl/20285,38,technician,divorced,secondary,no,410,no,no,cellular,11,aug,63,6,-1,0,,no
cl/17463,52,services,single,secondary,no,21,yes,no,cellular,28,jul,147,15,-1,0,,no
cl/27542,41,admin.,single,secondary,yes,0,no,yes,cellular,21,nov,305,6,-1,0,,no
cl/38571,33,technician,married,secondary,no,-204,no,no,cellular,15,may,297,3,-1,0,,no
cl/22340,30,technician,married,secondary,no,398,yes,no,cellular,22,aug,111,2,-1,0,,no
cl/23480,43,management,married,tertiary,no,228,no,no,cellular,28,aug,47,18,-1,0,,no
cl/22763,44,management,married,tertiary,no,-68,no,yes,cellular,25,aug,121,4,-1,0,,no
cl/4483,36,blue-collar,married,unknown,no,17983,yes,no,,20,may,100,1,-1,0,,no
cl/11417,41,unemployed,married,primary,no,2636,no,no,,19,jun,318,1,-1,0,,no
cl/39548,44,management,married,tertiary,no,2365,no,yes,cellular,26,may,159,3,-1,0,,no
cl/29759,53,technician,married,secondary,no,757,no,no,cellular,4,feb,20,5,-1,0,,no
cl/10133,57,housemaid,married,primary,no,58,no,no,,11,jun,510,1,-1,0,,no
cl/39631,21,blue-collar,single,secondary,no,164,no,no,cellular,26,may,260,1,-1,0,,no
cl/15550,51,housemaid,married,secondary,no,1752,no,yes,cellular,21,jul,335,8,-1,0,,no
cl/16248,59,technician,married,secondary,no,2342,no,yes,telephone,23,jul,226,1,-1,0,,no
cl/26941,33,technician,single,secondary,no,7108,no,yes,cellular,21,nov,255,1,-1,0,,no
cl/11660,38,blue-collar,single,secondary,no,3054,no,no,,20,jun,24,11,-1,0,,no
cl/38356,35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,may,171,1,175,6,failure,no
cl/43178,27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,,yes
cl/24218,45,self-employed,married,tertiary,no,582,no,no,cellular,17,nov,148,1,-1,0,,no
cl/35998,49,retired,married,secondary,no,993,yes,yes,cellular,8,may,199,1,301,2,other,no
cl/33030,40,management,married,tertiary,no,640,yes,no,cellular,17,apr,202,2,-1,0,,no
cl/44079,30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,yes
cl/18763,41,blue-collar,married,unknown,no,1402,no,no,cellular,31,jul,33,14,-1,0,,no
cl/22506,50,technician,married,secondary,no,0,no,no,telephone,22,aug,295,5,-1,0,,no
cl/11919,49,technician,divorced,secondary,no,3394,yes,no,,20,jun,14,22,-1,0,,no
cl/23190,48,entrepreneur,married,primary,no,386,no,yes,cellular,27,aug,185,5,-1,0,,no
cl/10014,54,retired,single,primary,no,767,no,no,,9,jun,42,2,-1,0,,no
cl/28281,37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,no
cl/17696,48,management,married,primary,no,312,no,no,cellular,29,jul,1186,4,-1,0,,no
cl/25080,35,services,single,secondary,no,0,no,no,cellular,18,nov,339,1,-1,0,,no
cl/16510,28,services,single,secondary,yes,-7,no,yes,cellular,23,jul,293,5,-1,0,,no
cl/43236,49,self-employed,divorced,tertiary,no,3293,no,no,cellular,8,mar,111,3,585,6,other,no
cl/36909,31,management,single,tertiary,no,2592,no,no,cellular,12,may,349,2,174,1,failure,no
cl/3645,39,self-employed,married,tertiary,no,-176,yes,no,,15,may,156,13,-1,0,,no
cl/8774,23,blue-collar,single,primary,no,145,yes,no,,4,jun,1519,1,-1,0,,no
cl/28632,39,blue-collar,married,secondary,no,472,yes,no,cellular,29,jan,612,5,-1,0,,no
cl/23277,43,technician,divorced,secondary,no,-414,no,no,cellular,27,aug,590,4,-1,0,,no
cl/23020,33,management,married,tertiary,no,0,no,no,cellular,26,aug,126,2,-1,0,,no
cl/5283,30,blue-collar,married,secondary,no,278,yes,yes,,23,may,1073,1,-1,0,,yes
cl/11600,40,blue-collar,married,primary,no,-108,yes,no,,19,jun,149,3,-1,0,,no
cl/5089,34,management,married,secondary,no,293,yes,no,,21,may,162,3,-1,0,,no
cl/42885,30,services,married,tertiary,no,1019,no,no,cellular,4,feb,155,1,234,1,other,no
cl/41106,56,blue-collar,married,secondary,no,241,yes,no,cellular,17,aug,97,2,-1,0,,no
cl/30169,51,technician,divorced,primary,no,300,no,yes,cellular,5,feb,8,6,-1,0,,no
cl/43354,77,management,married,tertiary,no,5619,no,no,cellular,25,mar,189,1,-1,0,,no
cl/11309,40,blue-collar,divorced,unknown,no,2357,no,no,,18,jun,66,3,-1,0,,no
cl/19642,44,management,divorced,tertiary,no,71,yes,no,cellular,7,aug,142,2,-1,0,,no
cl/3505,55,services,divorced,secondary,no,72,yes,yes,,15,may,384,4,-1,0,,no
cl/20973,59,blue-collar,married,primary,no,3062,yes,no,cellular,14,aug,87,2,-1,0,,no
cl/23670,36,technician,divorced,tertiary,no,466,no,no,cellular,28,aug,171,1,-1,0,,no
cl/32553,34,admin.,single,secondary,no,63,yes,no,cellular,17,apr,678,1,-1,0,,yes
cl/21658,48,technician,divorced,tertiary,no,83,no,yes,cellular,19,aug,243,6,-1,0,,no
cl/14567,59,blue-collar,divorced,secondary,no,0,no,yes,cellular,15,jul,237,4,-1,0,,no
cl/1587,54,unemployed,married,secondary,no,23,yes,no,,8,may,27,3,-1,0,,no
cl/3611,52,admin.,married,secondary,no,395,yes,no,,15,may,391,3,-1,0,,no
cl/14333,43,blue-collar,single,tertiary,no,1344,yes,no,cellular,14,jul,74,2,-1,0,,no
cl/30025,35,blue-collar,divorced,primary,no,21,yes,no,cellular,4,feb,166,2,-1,0,,no
cl/22474,52,housemaid,married,primary,no,335,no,no,cellular,22,aug,217,5,-1,0,,no
cl/4755,49,management,married,secondary,no,543,yes,no,,20,may,213,3,-1,0,,no
cl/43539,36,management,married,tertiary,no,2183,yes,no,cellular,26,apr,116,2,-1,0,,no
cl/7373,34,management,married,tertiary,no,581,yes,no,,29,may,182,1,-1,0,,no
cl/16770,53,housemaid,divorced,primary,no,2253,yes,no,cellular,24,jul,135,1,-1,0,,no
cl/18122,52,management,divorced,tertiary,no,147,no,no,cellular,30,jul,90,4,-1,0,,no
cl/28213,59,management,married,secondary,no,1245,no,no,cellular,29,jan,285,1,-1,0,,no
cl/4,33,,single,unknown,no,1,no,no,,5,may,198,1,-1,0,,no
cl/22887,52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,,no
cl/35905,39,blue-collar,married,primary,no,1433,yes,no,cellular,8,may,182,2,366,1,other,no
cl/21985,35,management,married,tertiary,no,24,yes,no,cellular,20,aug,174,2,-1,0,,no
cl/15482,31,entrepreneur,single,secondary,no,379,yes,no,cellular,18,jul,570,2,-1,0,,no
cl/44797,63,admin.,divorced,secondary,no,4680,no,no,cellular,15,sep,953,2,-1,0,,yes
cl/14159,41,admin.,married,secondary,no,488,no,yes,telephone,11,jul,178,2,-1,0,,no
cl/42252,33,admin.,single,tertiary,no,280,no,no,cellular,12,nov,189,2,-1,0,,no
cl/32413,33,technician,single,tertiary,no,617,yes,no,cellular,16,apr,282,2,259,4,other,no
cl/24365,50,admin.,married,secondary,no,1575,no,no,cellular,17,nov,407,1,-1,0,,no
cl/12479,38,management,married,tertiary,no,-585,yes,no,,1,jul,196,4,-1,0,,no
cl/1547,53,blue-collar,married,secondary,no,359,no,yes,,8,may,238,8,-1,0,,no
cl/737,55,technician,married,secondary,no,0,no,no,,6,may,160,3,-1,0,,no
cl/34554,31,management,married,tertiary,no,451,yes,no,cellular,5,may,67,1,-1,0,,no
cl/4964,52,blue-collar,married,secondary,no,289,yes,no,,21,may,45,13,-1,0,,no
cl/6265,32,admin.,single,secondary,no,13,yes,no,,27,may,88,2,-1,0,,no
cl/7609,29,admin.,married,secondary,no,396,yes,no,,30,may,205,2,-1,0,,no
cl/40163,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,yes
cl/12132,42,services,married,secondary,no,548,no,no,,20,jun,216,2,-1,0,,no
cl/21656,30,technician,married,secondary,no,-189,no,no,cellular,19,aug,105,2,-1,0,,no
cl/7070,26,blue-collar,married,secondary,no,245,yes,no,,28,may,146,2,-1,0,,no
cl/12833,29,blue-collar,single,primary,no,161,no,yes,cellular,7,jul,295,1,-1,0,,no
cl/24115,39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,,yes
cl/16558,29,admin.,single,secondary,no,768,yes,no,cellular,24,jul,119,5,-1,0,,no
cl/34570,46,admin.,married,secondary,no,517,yes,no,cellular,5,may,29,3,-1,0,,no
cl/23247,32,management,married,tertiary,no,2204,no,no,cellular,27,aug,123,4,-1,0,,no
cl/29199,31,technician,single,tertiary,no,1625,no,no,cellular,2,feb,158,1,-1,0,,no
cl/35164,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no
cl/25444,48,management,married,tertiary,no,571,yes,yes,cellular,19,nov,77,2,-1,0,,no
cl/21301,31,management,married,tertiary,no,927,no,no,cellular,18,aug,100,4,-1,0,,no
cl/7316,36,admin.,married,tertiary,no,828,yes,no,,29,may,116,1,-1,0,,no
cl/41083,39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,yes
cl/31387,49,unemployed,married,tertiary,no,377,no,no,cellular,24,mar,74,2,-1,0,,no
cl/16797,45,admin.,single,secondary,no,757,yes,yes,cellular,24,jul,144,3,-1,0,,no
cl/14568,38,services,single,secondary,no,164,no,yes,cellular,15,jul,188,3,-1,0,,no
cl/10211,58,management,married,tertiary,no,313,no,no,,11,jun,204,2,-1,0,,no
cl/22271,32,management,single,tertiary,no,154,no,yes,cellular,21,aug,301,3,-1,0,,no
cl/33721,29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,,yes
cl/14702,54,retired,divorced,secondary,no,13,yes,no,cellular,15,jul,197,2,-1,0,,no
cl/14657,29,management,married,tertiary,no,0,yes,no,telephone,15,jul,91,2,-1,0,,no
cl/21436,33,self-employed,married,secondary,no,173,no,no,cellular,18,aug,26,5,-1,0,,no
cl/19259,49,blue-collar,married,secondary,no,-42,no,no,cellular,6,aug,585,4,-1,0,,no
cl/1633,47,services,married,secondary,no,1306,yes,no,,9,may,252,4,-1,0,,no
cl/19802,33,technician,married,secondary,no,-163,yes,yes,cellular,8,aug,502,2,-1,0,,no
cl/7784,45,services,single,secondary,no,482,yes,yes,,30,may,637,2,-1,0,,no
cl/3644,50,blue-collar,married,secondary,no,6258,yes,no,,15,may,139,7,-1,0,,no
cl/30398,36,management,married,tertiary,no,0,yes,no,cellular,5,feb,245,2,8,1,other,no
cl/15276,33,admin.,single,secondary,no,92,no,no,cellular,18,jul,157,3,-1,0,,no
cl/12159,38,services,divorced,unknown,no,6360,no,no,,20,jun,1409,2,-1,0,,yes
cl/5349,31,management,divorced,tertiary,no,1804,yes,no,,23,may,206,1,-1,0,,no
cl/14188,40,blue-collar,married,secondary,no,178,yes,no,cellular,11,jul,595,2,-1,0,,no
cl/17942,55,management,married,primary,no,3293,no,no,telephone,30,jul,64,2,-1,0,,no
cl/41831,54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
cl/26793,54,self-employed,married,secondary,no,641,yes,no,cellular,20,nov,399,2,-1,0,,no
cl/4943,39,retired,married,tertiary,no,855,yes,no,,21,may,786,2,-1,0,,no
cl/27504,44,blue-collar,married,primary,no,0,yes,yes,cellular,21,nov,32,2,116,3,other,no
cl/44473,62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,,yes
cl/5257,34,services,single,secondary,no,1239,yes,no,,23,may,164,1,-1,0,,no
cl/32107,51,services,married,secondary,no,421,yes,no,cellular,15,apr,139,2,-1,0,,no
cl/25796,39,management,married,secondary,no,763,no,no,cellular,19,nov,360,1,153,2,other,no
cl/19300,40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,-1,0,,yes
cl/30086,33,,married,secondary,no,335,no,no,cellular,4,feb,891,2,177,7,failure,yes
cl/21712,56,self-employed,married,unknown,no,0,no,no,cellular,19,aug,130,1,-1,0,,no
cl/32124,32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,,no
cl/14011,52,blue-collar,married,primary,no,142,no,no,telephone,10,jul,924,5,-1,0,,no
cl/33058,40,blue-collar,married,primary,no,106,yes,no,cellular,17,apr,200,2,-1,0,,no
cl/9180,48,services,single,secondary,no,220,no,no,,5,jun,1005,2,-1,0,,no
cl/39218,33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239,2,349,3,success,no
